sampleid	measured_mz	measured_rt	nearest_distance	scan	#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename	rank	expert_annotation	shorthand
X524.2978mz405.6242	524.2978	405.6242	2.0054668982558983	1520775	1520775	M+H		1	PC(0:0/18:0); [M+H]+ C26H55N1O7P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	523.364	lib-00030.mgf	Gold	1	0.840333	11.5455	0.00604248	PNNL-LIPIDS-POSITIVE	Thomas Metz	523.364		407.399	4		0	523.3580000000002	specs_ms.pklbin	CCMSLIB00003130137	5464.28	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X314.2446mz411.2189	314.2446	411.2189	19.77336971712204	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X544.3370mz414.2381	544.337	414.2381	12.363630518985937	1550815	1550815	M+Na	401810513	1	1-Oleoyl-2-hydroxy-sn-glycero-3-phospho-(1'-rac-glycerol)	Isolated	NIST	0.0	InChI=1S/C24H47O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-24(28)31-19-23(27)21-33-34(29,30)32-20-22(26)18-25/h9-10,22-23,25-27H,2-8,11-21H2,1H3,(H,29,30)/b10-9-/t22?,23-/m1/s1		HCD	Positive	ESI	533.285	lib-00025.mgf	Bronze	3	0.784135	0.0	0.0	NIST17	NIST	533.285		419.78	5	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O	0	533.285	specs_ms.pklbin	CCMSLIB00003393667	14805.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X522.3553mz414.6079	522.3553	414.6079	3.578900739053799	1512284	1512284	M+H	19420565	1	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by eriche	0.0			HCD	Positive	ESI	522.3530000000002	lib-00030.mgf	Bronze	3	0.932185	5.72548	0.00299072	GNPS-NIST14-MATCHES	Data from Piel, Dittmann	522.3530000000002		411.029	11		0	522.356	specs_ms.pklbin	CCMSLIB00003138594	17333.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X330.3349mz415.6015	330.3349	415.6015	31.587035009003287	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X319.2339mz422.7746	319.2339	422.7746	19.152288238484694	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X300.2553mz426.0030	300.2553	426.00300000000004	0.8333258006325903	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			UHQ (mixed MS2 C11:db:UHQ)
X583.3245mz427.0432	583.3245	427.0432	38.57828053568472	1595557	1595557	M+Na	74389687	1	1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine	Isolated	NIST	0.0	InChI=1S/C26H54NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h26H,6-24H2,1-5H3/t26-/m1/s1		Q-TOF	Positive	ESI	546.3530000000002	lib-00025.mgf	Bronze	3	0.893649	0.0	0.0	NIST17	NIST	546.3530000000002		438.061	4	CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C	0	546.3530000000002	specs_ms.pklbin	CCMSLIB00003225757	1458.65	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X623.3335mz428.9528	623.3335	428.9528	32.96545947639746	1857949	1857949	M+H	 	1	Rha-Rha-C10-C10 (M+H)	Lysate	Quinn	0.0	 	 	qTof	Positive	LC-ESI	651.409	lib-00010.mgf	Bronze	3	0.913925	21.4566	0.0139771	GNPS-LIBRARY	Dorrestein	651.409	 	411.676	16	 	0	651.395	specs_ms.pklbin	CCMSLIB00000539141	172476.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X281.2456mz429.5118	281.2456	429.5118	10.416133370881914	529970	529970	M+H		1	Putative Contaminant	Commercial	VVP/LMS	0.0			qTof	Positive	LC-ESI	279.16	lib-00040.mgf	Gold	1	0.932704	7.21507	0.00201416	CONTAMINANTS	Dorrestein	279.16		439.717	5		0	279.158	specs_ms.pklbin	CCMSLIB00000079858	142454.0	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X321.2392mz429.6160	321.2392	429.616	21.472525884022073	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X526.3127mz434.0217	526.3127	434.0217	3.296770143640547	1523840	1523840	M+H	74389687	1	Spectral Match to PAF C-16 from NIST14	Isolated	Data deposited by fevargas	0.0			Q-TOF	Positive	ESI	524.371	lib-00030.mgf	Bronze	3	0.8893270000000001	1.86235	0.000976562	GNPS-NIST14-MATCHES	Data from Kevin Bush	524.371		436.686	5		0	524.37	specs_ms.pklbin	CCMSLIB00003134705	4805.72	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X263.2358mz436.5563	263.2358	436.5563	16.234844321089167	529970	529970	M+H		1	Putative Contaminant	Commercial	VVP/LMS	0.0			qTof	Positive	LC-ESI	279.16	lib-00040.mgf	Gold	1	0.932704	7.21507	0.00201416	CONTAMINANTS	Dorrestein	279.16		439.717	5		0	279.158	specs_ms.pklbin	CCMSLIB00000079858	142454.0	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X171.1368mz439.4785	171.1368	439.4785	14.516247341858008	1890	1890	M+H-H2O	104201	1	4-(p-Methoxyphenyl)-2-butanone	Isolated	NIST	0.0	InChI=1S/C11H14O2/c1-9(12)3-4-10-5-7-11(13-2)8-6-10/h5-8H,3-4H2,1-2H3		HCD	Positive	ESI	161.096	lib-00025.mgf	Bronze	3	0.700104	6.81974	0.00109863	NIST17	NIST	161.096		428.995	4	CC(=O)CCC1=CC=C(C=C1)OC	0	161.095	specs_ms.pklbin	CCMSLIB00003566017	4693.53	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X504.3059mz440.1941	504.3059	440.1941	0.0659728732131624	1457013	1457013	M+H	0	1	1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine	Isolated	NIST	0.0			Q-TOF	Positive	ESI	504.309	lib-00025.mgf	Bronze	3	0.945636	6.95908	0.00350952	NIST17	NIST	504.309		440.26	4		0	504.305	specs_ms.pklbin	CCMSLIB00003173874	1012.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X324.2804mz440.2275	324.2804	440.2275	28.373470862938113	641171	641171	M+H	 	1	UHQ (mixed MS2 C11:db:UHQ)	Crude	Neha Garg	0.0	 	 	qTof	Positive	LC-ESI	300.232	lib-00030.mgf	Bronze	3	0.843476	0.0	0.0	GNPS-LIBRARY	Pieter C. Dorrestein	300.232	 	425.17	5	O=C1C=C(CCCCCCCCCCC)NC2=CC=CC=C21	0	300.232	specs_ms.pklbin	CCMSLIB00000424803	25396.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X524.3707mz444.1668	524.3707	444.1668	0.34420071179467576	1523548	1523548	M+H	19420576	1	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by fevargas	0.0			HCD	Positive	ESI	524.37	lib-00030.mgf	Bronze	3	0.903902	3.8411	0.00201416	GNPS-NIST14-MATCHES	Data from Joshua Wollam	524.37		444.511	10		0	524.372	specs_ms.pklbin	CCMSLIB00003137839	252145.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X279.2278mz451.0046	279.2278	451.0046	10.563817576993658	530016	530016	M+H	84742	1	Spectral Match to Dibutyl phthalate from NIST14	Isolated	Data deposited by marjo	0.0			QqQ	Positive	ESI	279.16	lib-00024.mgf	Bronze	3	0.8087489999999999	7.21507	0.00201416	GNPS-NIST14-MATCHES	Data from Maria Maansson	279.16		440.441	4		0	279.158	specs_ms.pklbin	CCMSLIB00003136712	23236.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X510.3907mz454.9824	510.3907	454.9824	0.5686025413239058	1482456	1482456	M+H	72490825	1	Spectral Match to 1-Octadecyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by alchemistmatt	0.0			QqIT	Positive	ESI	510.389	lib-00024.mgf	Bronze	3	0.835519	5.8596900000000005	0.00299072	GNPS-NIST14-MATCHES	Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric	510.389		455.551	11		0	510.392	specs_ms.pklbin	CCMSLIB00003137486	99651.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X323.2521mz455.6488	323.2521	455.6488	26.864763640315143	635814	635814	M+H-H2O	1235150	1	Norbolethone	Isolated	NIST	0.0	InChI=1S/C21H32O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h13,16-19,23H,3-12H2,1-2H3/t16-,17+,18+,19-,20-,21-/m0/s1		HCD	Positive	ESI	299.237	lib-00025.mgf	Bronze	3	0.744081	70.4714	0.0210876	NIST17	NIST	299.237		467.69	5	CCC12CCC3C(C1CCC2(CC)O)CCC4=CC(=O)CCC34	0	299.258	specs_ms.pklbin	CCMSLIB00003553046	22076.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X466.3284mz455.8852	466.3284	455.8852	22.657011952152928	1391297	1391297	M+H	69747553	1	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14	Isolated	Data deposited by alchemistmatt	0.0			HCD	Positive	ESI	482.32	lib-00024.mgf	Bronze	3	0.8415469999999999	12.4014	0.00598145	GNPS-NIST14-MATCHES	Data from Charles Ansong	482.32		439.835	10		0	482.326	specs_ms.pklbin	CCMSLIB00003140187	250108.0	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X358.3649mz460.9956	358.3649	460.9956	18.925850373761293	932635	932635	M+H	2258926	1	Spectral Match to 1-Linoleoylglycerol from NIST14	Isolated	Data deposited by amelnik	0.0			HCD	Positive	ESI	355.284	lib-00024.mgf	Bronze	3	0.7293810000000001	0.0	0.0	GNPS-NIST14-MATCHES	Data from P.Dorrestein	355.284		479.669	9		0	355.284	specs_ms.pklbin	CCMSLIB00003138475	31304.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X265.2516mz462.5836	265.2516	462.5836	26.14839049195957	530016	530016	M+H	84742	1	Spectral Match to Dibutyl phthalate from NIST14	Isolated	Data deposited by marjo	0.0			QqQ	Positive	ESI	279.16	lib-00024.mgf	Bronze	3	0.8087489999999999	7.21507	0.00201416	GNPS-NIST14-MATCHES	Data from Maria Maansson	279.16		440.441	4		0	279.158	specs_ms.pklbin	CCMSLIB00003136712	23236.5	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X281.2467mz462.8545	281.2467	462.8545	18.628820530028246	635814	635814	M+H-H2O	1235150	1	Norbolethone	Isolated	NIST	0.0	InChI=1S/C21H32O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h13,16-19,23H,3-12H2,1-2H3/t16-,17+,18+,19-,20-,21-/m0/s1		HCD	Positive	ESI	299.237	lib-00025.mgf	Bronze	3	0.744081	70.4714	0.0210876	NIST17	NIST	299.237		467.69	5	CCC12CCC3C(C1CCC2(CC)O)CCC4=CC(=O)CCC34	0	299.258	specs_ms.pklbin	CCMSLIB00003553046	22076.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X321.2395mz466.2336	321.2395	466.2336	22.050648680027532	635814	635814	M+H-H2O	1235150	1	Norbolethone	Isolated	NIST	0.0	InChI=1S/C21H32O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h13,16-19,23H,3-12H2,1-2H3/t16-,17+,18+,19-,20-,21-/m0/s1		HCD	Positive	ESI	299.237	lib-00025.mgf	Bronze	3	0.744081	70.4714	0.0210876	NIST17	NIST	299.237		467.69	5	CCC12CCC3C(C1CCC2(CC)O)CCC4=CC(=O)CCC34	0	299.258	specs_ms.pklbin	CCMSLIB00003553046	22076.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X808.5709mz468.5553	808.5709	468.5553	22.04485522066308	2435673	2435673	M+H	17688298	1	Spectral Match to 1,2-Diarachidonoyl-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by lamccall	0.0			HCD	Positive	ESI	830.564	lib-00030.mgf	Bronze	3	0.7309760000000001	15.6526	0.0130005	GNPS-NIST14-MATCHES	Data from McKerrow	830.564		470.065	7		0	830.551	specs_ms.pklbin	CCMSLIB00003139657	25410.3	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X482.4016mz471.9937	482.4016	471.9937	31.947520289531088	1482662	1482662	M+H	74430890	1	1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine	Isolated	NIST	0.0	InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1		HCD	Positive	ESI	510.392	lib-00025.mgf	Bronze	3	0.829426	1.6144	0.000823975	NIST17	NIST	510.392		456.593	4	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	0	510.391	specs_ms.pklbin	CCMSLIB00003501011	2344.51	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X510.3572mz482.0846	510.3572	482.0846	25.491623753696047	1482662	1482662	M+H	74430890	1	1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine	Isolated	NIST	0.0	InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1		HCD	Positive	ESI	510.392	lib-00025.mgf	Bronze	3	0.829426	1.6144	0.000823975	NIST17	NIST	510.392		456.593	4	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	0	510.391	specs_ms.pklbin	CCMSLIB00003501011	2344.51	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X343.2725mz484.8746	343.2725	484.8746	13.091004682987466	932635	932635	M+H	2258926	1	Spectral Match to 1-Linoleoylglycerol from NIST14	Isolated	Data deposited by amelnik	0.0			HCD	Positive	ESI	355.284	lib-00024.mgf	Bronze	3	0.7293810000000001	0.0	0.0	GNPS-NIST14-MATCHES	Data from P.Dorrestein	355.284		479.669	9		0	355.284	specs_ms.pklbin	CCMSLIB00003138475	31304.4	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X536.3722mz486.8605	536.3722	486.8605	16.141665331990925	1619021	1619021	M+H	108341806	1	Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0			HCD	Positive	ESI	552.401	lib-00030.mgf	Bronze	3	0.879813	1.76785	0.000976562	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	552.401		488.766	10		0	552.4019999999998	specs_ms.pklbin	CCMSLIB00003139428	69546.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X229.2199mz498.9908	229.2199	498.9908	36.76378542329396	403757	403757	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+		HCD	Positive	ESI	263.237	lib-00025.mgf	Bronze	3	0.7592869999999999	3.47796	0.000915527	NIST17	NIST	263.237		512.934	5	CCCCCC=CC=CCCCCCCCCC(=O)O	0	263.236	specs_ms.pklbin	CCMSLIB00003328904	2696.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X704.5759mz499.5599	704.5759	499.5599	30.784272478328894	1999346	1999346	M+H		1	PC(O-16:0/O-16:0); [M+H]+ C40H85N1O6P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	705.6039999999998	lib-00030.mgf	Gold	1	0.767234	22.6632	0.0159912	PNNL-LIPIDS-POSITIVE	Thomas Metz	705.6039999999998		530.327	5		0	705.5880000000002	specs_ms.pklbin	CCMSLIB00003115265	101202.0	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X255.2305mz500.7041	255.2305	500.7041	14.617609115720668	403757	403757	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+		HCD	Positive	ESI	263.237	lib-00025.mgf	Bronze	3	0.7592869999999999	3.47796	0.000915527	NIST17	NIST	263.237		512.934	5	CCCCCC=CC=CCCCCCCCCC(=O)O	0	263.236	specs_ms.pklbin	CCMSLIB00003328904	2696.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X468.4406mz501.6646	468.4406	501.6646	61.574094297196105	1482662	1482662	M+H	74430890	1	1-O-Octadecyl-sn-glyceryl-3-phosphorylcholine	Isolated	NIST	0.0	InChI=1S/C26H56NO6P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-31-24-26(28)25-33-34(29,30)32-23-21-27(2,3)4/h26,28H,5-25H2,1-4H3/t26-/m1/s1		HCD	Positive	ESI	510.392	lib-00025.mgf	Bronze	3	0.829426	1.6144	0.000823975	NIST17	NIST	510.392		456.593	4	CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)O	0	510.391	specs_ms.pklbin	CCMSLIB00003501011	2344.51	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X331.2805mz503.4402	331.2805	503.4402	2.5197643719205702	788493	788493	M+H-H2O	36455740	1	16.beta.-Hydroxyfurazabol	Isolated	NIST	0.0	InChI=1S/C20H30N2O3/c1-18-10-16-15(21-25-22-16)8-11(18)4-5-12-13(18)6-7-19(2)14(12)9-17(23)20(19,3)24/h11-14,17,23-24H,4-10H2,1-3H3/t11-,12+,13-,14-,17-,18-,19-,20-/m0/s1		HCD	Positive	ESI	329.222	lib-00025.mgf	Bronze	3	0.7677609999999999	74.7129	0.0245972	NIST17	NIST	329.222		501.987	6	CC12CCC3C(C1CC(C2(C)O)O)CCC4C3(CC5=NON=C5C4)C	0	329.247	specs_ms.pklbin	CCMSLIB00003495893	30038.8	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			16.beta.-Hydroxyfurazabol
X524.3707mz507.2161	524.3707	507.2161	33.55747171793482	1619021	1619021	M+H	108341806	1	Spectral Match to 1-Arachidoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14	Isolated	Data deposited by mjmeehan	0.0			HCD	Positive	ESI	552.401	lib-00030.mgf	Bronze	3	0.879813	1.76785	0.000976562	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	552.401		488.766	10		0	552.4019999999998	specs_ms.pklbin	CCMSLIB00003139428	69546.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X263.2360mz508.1518	263.236	508.1518	4.782200104554377	403757	403757	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+		HCD	Positive	ESI	263.237	lib-00025.mgf	Bronze	3	0.7592869999999999	3.47796	0.000915527	NIST17	NIST	263.237		512.934	5	CCCCCC=CC=CCCCCCCCCC(=O)O	0	263.236	specs_ms.pklbin	CCMSLIB00003328904	2696.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			10E,12Z-octadecadienoic acid
X281.2468mz509.5456	281.2468	509.5456	18.325778308164686	403757	403757	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+		HCD	Positive	ESI	263.237	lib-00025.mgf	Bronze	3	0.7592869999999999	3.47796	0.000915527	NIST17	NIST	263.237		512.934	5	CCCCCC=CC=CCCCCCCCCC(=O)O	0	263.236	specs_ms.pklbin	CCMSLIB00003328904	2696.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X305.2466mz512.8849	305.2466	512.8849	4.0459000197731205	676754	676754	M+H-H2O	195061940	1	5S-Hydroxy-6E,8Z,11Z-eicosatrienoic acid	Isolated	NIST	0.0			HCD	Positive	ESI	305.247	lib-00030.mgf	Bronze	3	0.719234	0.0	0.0	NIST14	NIST	305.247		508.839	6		0	305.247	specs_ms.pklbin	CCMSLIB00000245963	15986.9	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
X836.6017mz513.7370	836.6017	513.737	2.5503017252866287	2454018	2454018	M+H		1	PC(20:0/20:4); [M+H]+ C48H89N1O8P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	837.625	lib-00030.mgf	Gold	1	0.753107	25.0662	0.0209961	PNNL-LIPIDS-POSITIVE	Thomas Metz	837.625		516.073	6		0	837.6039999999998	specs_ms.pklbin	CCMSLIB00003134385	90826.1	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X654.3318mz519.5317	654.3318	519.5317	52.39634524401476	1999346	1999346	M+H		1	PC(O-16:0/O-16:0); [M+H]+ C40H85N1O6P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	705.6039999999998	lib-00030.mgf	Gold	1	0.767234	22.6632	0.0159912	PNNL-LIPIDS-POSITIVE	Thomas Metz	705.6039999999998		530.327	5		0	705.5880000000002	specs_ms.pklbin	CCMSLIB00003115265	101202.0	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X372.2933mz525.8579	372.2933	525.8579	20.022965557079637	957289	957289	M+H		1	Octocrylene	Cosmetic _raw meterial	Amina	361.204			Q-TOF	Positive	ESI	362.212	lib-00010.mgf	Silver	2	0.825414	2.78036	0.00100708	GNPS-LIBRARY	Dorrestein	362.212		508.55800000000005	4	CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N	0	362.211	specs_ms.pklbin	CCMSLIB00000077208	1316.75	UPDATE-SINGLE-ANNOTATED-SILVER	 	specs_ms.pklbin			Other
X837.6457mz529.3761	837.6457	529.3761	9.367254565773198	2429828	2429828	M+H		1	SM(d18:1/25:0); [M+H]+ C48H98N2O6P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	828.7080000000002	lib-00018.mgf	Gold	1	0.76718	24.1575	0.0200195	PNNL-LIPIDS-POSITIVE	Thomas Metz	828.7080000000002		526.572	4		0	828.688	specs_ms.pklbin	CCMSLIB00003098581	13720.3	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X796.5668mz541.0941	796.5668	541.0941	3.6966217077217896	2330505	2330505	M+H		1	PC(O-18:1/20:4); [M+H]+ C46H85N1O7P1	Commercial	Thomas Metz	0.0			HCD; Velos	Positive	LC-ESI	793.5989999999998	lib-00030.mgf	Gold	1	0.793725	13.8437	0.0109863	PNNL-LIPIDS-POSITIVE	Thomas Metz	793.5989999999998		543.298	4		0	793.5880000000002	specs_ms.pklbin	CCMSLIB00003126151	3152.1	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.pklbin			Other
X265.2517mz541.1844	265.2517	541.1844	28.322148863566138	403757	403757	M+H-H2O	2420566	1	10E,12Z-octadecadienoic acid	Isolated	NIST	0.0	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-9H,2-5,10-17H2,1H3,(H,19,20)/b7-6-,9-8+		HCD	Positive	ESI	263.237	lib-00025.mgf	Bronze	3	0.7592869999999999	3.47796	0.000915527	NIST17	NIST	263.237		512.934	5	CCCCCC=CC=CCCCCCCCCC(=O)O	0	263.236	specs_ms.pklbin	CCMSLIB00003328904	2696.55	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.pklbin			Other
